engine_id,cycle,true_rul,predicted_rul_xgb
3,83,43,123.55307
3,84,42,102.33191
3,85,41,116.826775
3,86,40,131.32664
3,87,39,80.14519
3,88,38,90.50374
3,89,37,64.70361
3,90,36,161.77647
3,91,35,131.7937
3,92,34,95.00113
3,93,33,107.64038
3,94,32,104.8432
3,95,31,99.19916
3,96,30,112.38399
3,97,29,126.82676
3,98,28,126.94254
3,99,27,114.288734
3,100,26,97.25418
3,101,25,130.61082
3,102,24,94.759476
3,103,23,94.247635
3,104,22,91.146065
3,105,21,112.88651
3,106,20,85.64761
3,107,19,108.94131
3,108,18,89.47563
3,109,17,61.997795
3,110,16,107.38848
3,111,15,78.5146
3,112,14,71.94953
3,113,13,90.747765
3,114,12,89.70386
3,115,11,85.275764
3,116,10,104.97066
3,117,9,74.64819
3,118,8,87.1525
3,119,7,98.80165
3,120,6,43.782177
3,121,5,81.66851
3,122,4,52.97331
3,123,3,54.585625
3,124,2,54.82454
3,125,1,66.40542
3,126,0,51.882725
4,1,105,135.79144
4,2,104,140.88672
4,3,103,158.01723
4,4,102,133.77832
4,5,101,125.19439
4,6,100,108.57425
4,7,99,137.28964
4,8,98,133.19481
4,9,97,143.64587
4,10,96,135.93365
4,11,95,149.95067
4,12,94,145.87683
4,13,93,122.9749
4,14,92,117.623436
4,15,91,118.52804
4,16,90,136.77396
4,17,89,115.40459
4,18,88,145.0559
4,19,87,108.28005
4,20,86,146.15575
4,21,85,134.38464
4,22,84,139.90628
4,23,83,94.064804
4,24,82,146.1232
4,25,81,145.1045
4,26,80,161.55113
4,27,79,131.71738
4,28,78,143.35316
4,29,77,131.44981
4,30,76,126.36335
4,31,75,133.36375
4,32,74,125.84226
4,33,73,110.726524
4,34,72,141.68782
4,35,71,128.06253
4,36,70,180.88853
4,37,69,120.02147
4,38,68,102.6083
4,39,67,132.41039
4,40,66,144.538
4,41,65,113.793526
4,42,64,120.40235
4,43,63,130.13818
4,44,62,124.25837
4,45,61,137.9548
4,46,60,124.04863
4,47,59,105.01911
4,48,58,133.6926
4,49,57,145.79138
4,50,56,143.28235
4,51,55,123.77635
4,52,54,148.20297
4,53,53,132.67345
4,54,52,141.72488
4,55,51,124.86449
4,56,50,132.9733
4,57,49,157.2773
4,58,48,105.14137
4,59,47,139.59856
4,60,46,143.68903
4,61,45,94.864975
4,62,44,114.70422
4,63,43,110.01369
4,64,42,165.69637
4,65,41,105.432655
4,66,40,128.86717
4,67,39,194.05649
4,68,38,137.6722
4,69,37,116.61327
4,70,36,105.667076
4,71,35,128.33815
4,72,34,89.53757
4,73,33,128.49019
4,74,32,123.713165
4,75,31,73.59323
4,76,30,103.513725
4,77,29,135.30829
4,78,28,111.02444
4,79,27,120.01357
4,80,26,126.0797
4,81,25,126.65376
4,82,24,122.286125
4,83,23,121.263
4,84,22,112.98664
4,85,21,132.42267
4,86,20,127.310814
4,87,19,85.818855
4,88,18,131.53932
4,89,17,116.61556
4,90,16,131.80455
4,91,15,137.30339
4,92,14,110.7497
4,93,13,121.744934
4,94,12,108.653076
4,95,11,136.921
4,96,10,127.64232
4,97,9,132.68373
4,98,8,101.21189
4,99,7,111.76594
4,100,6,116.29699
4,101,5,69.939804
4,102,4,104.192276
4,103,3,86.35601
4,104,2,125.98013
4,105,1,101.53386
4,106,0,86.407326
5,1,97,140.1091
5,2,96,129.64893
5,3,95,142.87672
5,4,94,157.66449
5,5,93,127.63357
5,6,92,118.166626
5,7,91,135.40755
5,8,90,128.06108
5,9,89,125.13971
5,10,88,106.07352
5,11,87,113.72722
5,12,86,151.81578
5,13,85,154.24619
5,14,84,114.55751
5,15,83,141.62053
5,16,82,145.2124
5,17,81,126.090904
5,18,80,119.43788
5,19,79,123.0793
5,20,78,151.62418
5,21,77,193.24977
5,22,76,143.45987
5,23,75,88.917015
5,24,74,151.57274
5,25,73,121.75362
5,26,72,121.50777
5,27,71,128.9905
5,28,70,92.15504
5,29,69,150.95518
5,30,68,166.39587
5,31,67,153.41664
5,32,66,140.17421
5,33,65,121.46166
5,34,64,161.90529
5,35,63,128.53093
5,36,62,138.09235
5,37,61,130.2353
5,38,60,103.62542
5,39,59,138.32591
5,40,58,132.146
5,41,57,120.98454
5,42,56,97.2014
5,43,55,103.16017
5,44,54,114.45575
5,45,53,167.35231
5,46,52,114.279495
5,47,51,109.989685
5,48,50,135.56998
5,49,49,119.84476
5,50,48,117.337685
5,51,47,136.23245
5,52,46,141.88162
5,53,45,128.61717
5,54,44,155.9945
5,55,43,96.15812
5,56,42,144.61148
5,57,41,146.55234
5,58,40,117.10369
5,59,39,120.725876
5,60,38,145.6414
5,61,37,163.45375
5,62,36,112.04306
5,63,35,140.38383
5,64,34,125.40373
5,65,33,133.99767
5,66,32,122.20708
5,67,31,114.78269
5,68,30,103.263084
5,69,29,113.83611
5,70,28,110.82657
5,71,27,117.922745
5,72,26,130.8779
5,73,25,115.72513
5,74,24,90.149315
5,75,23,115.15007
5,76,22,132.39026
5,77,21,137.89404
5,78,20,139.82445
5,79,19,110.687
5,80,18,129.58548
5,81,17,103.71995
5,82,16,124.79166
5,83,15,121.20277
5,84,14,107.628685
5,85,13,128.97989
5,86,12,97.44707
5,87,11,61.83571
5,88,10,95.2852
5,89,9,110.35653
5,90,8,90.17362
5,91,7,113.126656
5,92,6,123.46249
5,93,5,104.6287
5,94,4,127.89399
5,95,3,115.22537
5,96,2,112.809525
5,97,1,94.581375
5,98,0,103.50115
6,1,104,144.18027
6,2,103,96.19147
6,3,102,135.54886
6,4,101,138.86679
6,5,100,144.49423
6,6,99,128.42213
6,7,98,127.56531
6,8,97,139.37926
6,9,96,130.88582
6,10,95,162.03845
6,11,94,134.98245
6,12,93,103.465996
6,13,92,132.54845
6,14,91,151.52753
6,15,90,138.13467
6,16,89,116.14541
6,17,88,134.22493
6,18,87,137.23402
6,19,86,92.532974
6,20,85,118.75759
6,21,84,131.94899
6,22,83,123.54127
6,23,82,123.59262
6,24,81,140.76793
6,25,80,151.88377
6,26,79,170.44475
6,27,78,142.80939
6,28,77,143.90474
6,29,76,160.15099
6,30,75,114.03114
6,31,74,105.85641
6,32,73,108.08442
6,33,72,130.8393
6,34,71,137.80078
6,35,70,130.48256
6,36,69,129.80609
6,37,68,147.26077
6,38,67,144.74933
6,39,66,123.853455
6,40,65,116.36685
6,41,64,146.42795
6,42,63,134.05553
6,43,62,151.8237
6,44,61,114.54667
6,45,60,93.23837
6,46,59,122.8862
6,47,58,144.64587
6,48,57,152.25146
6,49,56,127.79866
6,50,55,132.59053
6,51,54,138.13608
6,52,53,139.27281
6,53,52,120.89696
6,54,51,152.7354
6,55,50,121.127945
6,56,49,160.49904
6,57,48,123.39156
6,58,47,182.05214
6,59,46,114.7618
6,60,45,147.12984
6,61,44,143.93591
6,62,43,130.60753
6,63,42,119.881645
6,64,41,118.18855
6,65,40,130.2521
6,66,39,138.76158
6,67,38,157.01889
6,68,37,150.23225
6,69,36,104.713936
6,70,35,128.33609
6,71,34,133.72778
6,72,33,128.01367
6,73,32,148.0676
6,74,31,110.48388
6,75,30,142.6888
6,76,29,95.65094
6,77,28,143.88339
6,78,27,108.4503
6,79,26,143.74681
6,80,25,86.433235
6,81,24,182.13213
6,82,23,134.57974
6,83,22,132.52312
6,84,21,110.02295
6,85,20,96.78173
6,86,19,145.21205
6,87,18,129.69551
6,88,17,114.13974
6,89,16,133.5666
6,90,15,153.22685
6,91,14,130.54228
6,92,13,117.681366
6,93,12,135.98558
6,94,11,135.99785
6,95,10,155.25426
6,96,9,133.65538
6,97,8,144.5927
6,98,7,130.04175
6,99,6,123.72747
6,100,5,123.024796
6,101,4,130.73721
6,102,3,109.30455
6,103,2,133.4058
6,104,1,146.47513
6,105,0,141.83954
7,1,159,146.19572
7,2,158,163.97298
7,3,157,196.86063
7,4,156,169.96432
7,5,155,168.27899
7,6,154,174.95793
7,7,153,204.945
7,8,152,164.92732
7,9,151,147.91307
7,10,150,182.6067
7,11,149,150.79541
7,12,148,195.55386
7,13,147,156.22368
7,14,146,192.35501
7,15,145,179.92218
7,16,144,185.74979
7,17,143,161.80292
7,18,142,166.66896
7,19,141,208.00531
7,20,140,233.9708
7,21,139,169.10884
7,22,138,207.32072
7,23,137,228.66808
7,24,136,155.61197
7,25,135,168.75403
7,26,134,192.06316
7,27,133,160.87733
7,28,132,185.3548
7,29,131,156.49927
7,30,130,149.36774
7,31,129,173.20273
7,32,128,168.98479
7,33,127,171.78365
7,34,126,167.06464
7,35,125,152.18288
7,36,124,138.8162
7,37,123,139.44203
7,38,122,165.08444
7,39,121,163.83641
7,40,120,166.6296
7,41,119,159.8459
7,42,118,145.74908
7,43,117,177.42702
7,44,116,119.12458
7,45,115,163.49492
7,46,114,203.63307
7,47,113,159.68126
7,48,112,167.65457
7,49,111,188.08359
7,50,110,144.71964
7,51,109,185.64638
7,52,108,192.35031
7,53,107,173.96828
7,54,106,178.94347
7,55,105,149.63567
7,56,104,157.19685
7,57,103,169.70076
7,58,102,148.56903
7,59,101,187.80452
7,60,100,186.19902
7,61,99,178.0798
7,62,98,177.2307
7,63,97,175.64459
7,64,96,169.58466
7,65,95,186.23962
7,66,94,161.4676
7,67,93,152.57823
7,68,92,186.7186
7,69,91,148.37823
7,70,90,212.58006
7,71,89,171.64352
7,72,88,176.1702
7,73,87,158.4852
7,74,86,146.7146
7,75,85,164.57045
7,76,84,171.37439
7,77,83,180.43285
7,78,82,192.0744
7,79,81,159.53107
7,80,80,160.41531
7,81,79,169.27666
7,82,78,166.02608
7,83,77,150.14682
7,84,76,156.4982
7,85,75,158.61691
7,86,74,166.01724
7,87,73,149.41464
7,88,72,153.6907
7,89,71,184.87805
7,90,70,144.12033
7,91,69,162.40735
7,92,68,184.45363
7,93,67,145.68571
7,94,66,138.65302
7,95,65,149.1144
7,96,64,204.3274
7,97,63,140.72957
7,98,62,129.74228
7,99,61,157.29913
7,100,60,160.25247
7,101,59,161.82983
7,102,58,157.89896
7,103,57,145.99448
7,104,56,173.85757
7,105,55,182.11124
7,106,54,184.3208
7,107,53,130.2994
7,108,52,169.96046
7,109,51,214.54729
7,110,50,162.99728
7,111,49,164.97046
7,112,48,126.236565
7,113,47,147.96916
7,114,46,158.01872
7,115,45,150.10829
7,116,44,171.59332
7,117,43,154.57909
7,118,42,146.24805
7,119,41,129.61667
7,120,40,138.79393
7,121,39,159.32509
7,122,38,146.47847
7,123,37,163.54727
7,124,36,136.04279
7,125,35,149.42982
7,126,34,153.45323
7,127,33,138.66626
7,128,32,157.4101
7,129,31,164.65773
7,130,30,137.30211
7,131,29,123.22842
7,132,28,126.1738
7,133,27,175.95572
7,134,26,147.43065
7,135,25,175.38531
7,136,24,136.61534
7,137,23,122.69511
7,138,22,138.57301
7,139,21,155.56786
7,140,20,142.89577
7,141,19,160.67134
7,142,18,107.60225
7,143,17,131.8351
7,144,16,127.64278
7,145,15,135.10901
7,146,14,142.98218
7,147,13,156.10068
7,148,12,146.26285
7,149,11,157.7754
7,150,10,108.469864
7,151,9,147.79102
7,152,8,143.84233
7,153,7,129.33234
7,154,6,132.03865
7,155,5,156.5682
7,156,4,159.8897
7,157,3,145.6928
7,158,2,119.58969
7,159,1,109.59776
7,160,0,132.02966
8,1,165,147.75783
8,2,164,146.1269
8,3,163,178.39502
8,4,162,147.54909
8,5,161,145.05183
8,6,160,192.95758
8,7,159,147.73158
8,8,158,146.95805
8,9,157,151.75233
8,10,156,128.56438
8,11,155,154.46996
8,12,154,105.173485
8,13,153,161.7572
8,14,152,135.19185
8,15,151,138.9326
8,16,150,153.80927
8,17,149,121.63586
8,18,148,134.22621
8,19,147,153.23495
8,20,146,158.62718
8,21,145,165.08052
8,22,144,119.46536
8,23,143,118.56261
8,24,142,147.8108
8,25,141,156.29478
8,26,140,154.50928
8,27,139,140.23416
8,28,138,125.63722
8,29,137,135.64479
8,30,136,151.61148
8,31,135,141.02295
8,32,134,126.19266
8,33,133,140.50185
8,34,132,155.59839
8,35,131,157.16803
8,36,130,152.17902
8,37,129,150.91916
8,38,128,111.140625
8,39,127,158.68242
8,40,126,119.56355
8,41,125,127.10945
8,42,124,160.84596
8,43,123,148.865
8,44,122,140.49246
8,45,121,132.99323
8,46,120,129.38504
8,47,119,155.41406
8,48,118,121.07091
8,49,117,163.1101
8,50,116,146.12614
8,51,115,161.84311
8,52,114,146.30363
8,53,113,176.4796
8,54,112,129.34332
8,55,111,140.65916
8,56,110,138.74692
8,57,109,179.27792
8,58,108,140.66187
8,59,107,131.82065
8,60,106,139.47691
8,61,105,115.58697
8,62,104,134.75081
8,63,103,135.26936
8,64,102,113.399086
8,65,101,153.72517
8,66,100,129.46321
8,67,99,157.59692
8,68,98,157.20067
8,69,97,139.87975
8,70,96,140.23688
8,71,95,115.49817
8,72,94,150.5983
8,73,93,131.7127
8,74,92,117.94664
8,75,91,145.73314
8,76,90,196.02487
8,77,89,131.84348
8,78,88,136.794
8,79,87,132.59042
8,80,86,129.81567
8,81,85,144.0217
8,82,84,137.74612
8,83,83,146.88704
8,84,82,111.85188
8,85,81,141.96202
8,86,80,111.54835
8,87,79,155.72725
8,88,78,127.70241
8,89,77,142.96193
8,90,76,133.28815
8,91,75,114.23003
8,92,74,150.4191
8,93,73,139.45932
8,94,72,142.16379
8,95,71,113.56167
8,96,70,119.8183
8,97,69,137.73412
8,98,68,153.76959
8,99,67,131.23914
8,100,66,132.64671
8,101,65,125.86904
8,102,64,125.56768
8,103,63,138.25023
8,104,62,109.783905
8,105,61,118.58093
8,106,60,145.55386
8,107,59,135.35199
8,108,58,140.32158
8,109,57,106.44608
8,110,56,117.46096
8,111,55,130.58284
8,112,54,128.0962
8,113,53,129.25377
8,114,52,119.47902
8,115,51,143.37552
8,116,50,102.03277
8,117,49,130.28203
8,118,48,139.91797
8,119,47,138.31178
8,120,46,140.69586
8,121,45,141.41714
8,122,44,112.468605
8,123,43,144.4933
8,124,42,160.97095
8,125,41,142.55887
8,126,40,170.3018
8,127,39,120.89915
8,128,38,115.219
8,129,37,109.83427
8,130,36,124.67679
8,131,35,107.21899
8,132,34,140.34877
8,133,33,137.98627
8,134,32,131.3918
8,135,31,124.12928
8,136,30,119.38818
8,137,29,133.5982
8,138,28,141.5421
8,139,27,107.59427
8,140,26,115.28203
8,141,25,121.61246
8,142,24,111.417786
8,143,23,150.90427
8,144,22,129.82907
8,145,21,113.04459
8,146,20,120.395874
8,147,19,146.3677
8,148,18,149.89528
8,149,17,131.06863
8,150,16,183.8351
8,151,15,123.310265
8,152,14,111.92389
8,153,13,137.79686
8,154,12,124.26601
8,155,11,120.55947
8,156,10,119.27762
8,157,9,97.81523
8,158,8,119.956535
8,159,7,108.38526
8,160,6,100.86907
8,161,5,135.74294
8,162,4,133.21777
8,163,3,100.84923
8,164,2,125.01792
8,165,1,99.74341
8,166,0,87.076225
9,1,54,135.88588
9,2,53,93.62319
9,3,52,115.77185
9,4,51,142.8548
9,5,50,113.72556
9,6,49,111.19533
9,7,48,128.7244
9,8,47,104.7461
9,9,46,123.28504
9,10,45,105.24076
9,11,44,132.11281
9,12,43,108.365295
9,13,42,113.86181
9,14,41,131.30212
9,15,40,130.74237
9,16,39,152.96579
9,17,38,92.06479
9,18,37,131.41861
9,19,36,131.59721
9,20,35,129.21913
9,21,34,114.913216
9,22,33,163.92725
9,23,32,116.70947
9,24,31,152.90419
9,25,30,155.4125
9,26,29,100.29826
9,27,28,159.68874
9,28,27,122.42322
9,29,26,118.51315
9,30,25,120.12787
9,31,24,103.463264
9,32,23,137.12927
9,33,22,130.78099
9,34,21,134.1796
9,35,20,89.01766
9,36,19,110.029526
9,37,18,104.799805
9,38,17,132.87547
9,39,16,138.18433
9,40,15,107.24905
9,41,14,141.2908
9,42,13,132.9836
9,43,12,110.87047
9,44,11,130.26065
9,45,10,135.02158
9,46,9,119.87426
9,47,8,128.82555
9,48,7,137.60933
9,49,6,144.2055
9,50,5,157.72304
9,51,4,126.40826
9,52,3,167.29562
9,53,2,125.53148
9,54,1,149.10443
9,55,0,128.48322
10,1,191,166.96768
10,2,190,187.0715
10,3,189,240.75218
10,4,188,127.78479
10,5,187,152.9533
10,6,186,158.65205
10,7,185,216.56184
10,8,184,171.8356
10,9,183,186.5519
10,10,182,185.76149
10,11,181,175.94743
10,12,180,176.35411
10,13,179,166.20027
10,14,178,148.78711
10,15,177,168.67206
10,16,176,162.9018
10,17,175,193.65062
10,18,174,168.66234
10,19,173,166.1845
10,20,172,163.66362
10,21,171,170.59251
10,22,170,178.16492
10,23,169,163.35927
10,24,168,173.66568
10,25,167,170.22656
10,26,166,164.44801
10,27,165,184.21713
10,28,164,146.37903
10,29,163,175.51122
10,30,162,138.47401
10,31,161,176.69403
10,32,160,154.04335
10,33,159,153.87434
10,34,158,174.29848
10,35,157,142.933
10,36,156,174.44276
10,37,155,147.06227
10,38,154,202.2912
10,39,153,155.2695
10,40,152,162.73222
10,41,151,123.591286
10,42,150,167.7688
10,43,149,159.48553
10,44,148,157.72453
10,45,147,195.09355
10,46,146,114.49179
10,47,145,168.54463
10,48,144,149.13226
10,49,143,196.49605
10,50,142,133.20033
10,51,141,161.96829
10,52,140,162.10635
10,53,139,137.735
10,54,138,187.81555
10,55,137,154.52805
10,56,136,174.3401
10,57,135,133.56961
10,58,134,121.234146
10,59,133,180.00418
10,60,132,161.16858
10,61,131,185.49635
10,62,130,169.00604
10,63,129,171.48343
10,64,128,173.8624
10,65,127,169.96939
10,66,126,166.44136
10,67,125,178.40894
10,68,124,140.63344
10,69,123,181.21704
10,70,122,161.93732
10,71,121,178.61067
10,72,120,172.74745
10,73,119,180.64616
10,74,118,136.25317
10,75,117,117.327545
10,76,116,186.47841
10,77,115,173.8936
10,78,114,172.88489
10,79,113,152.8498
10,80,112,147.36874
10,81,111,187.00867
10,82,110,134.36525
10,83,109,168.33574
10,84,108,140.72255
10,85,107,155.4359
10,86,106,180.94016
10,87,105,140.92204
10,88,104,184.33745
10,89,103,156.47403
10,90,102,167.84062
10,91,101,148.5503
10,92,100,159.91685
10,93,99,132.20619
10,94,98,166.3328
10,95,97,175.92305
10,96,96,153.19724
10,97,95,156.30304
10,98,94,154.42262
10,99,93,154.92636
10,100,92,162.30417
10,101,91,160.31499
10,102,90,157.00739
10,103,89,182.36671
10,104,88,174.4657
10,105,87,160.97148
10,106,86,131.94681
10,107,85,151.44344
10,108,84,135.35602
10,109,83,161.63982
10,110,82,170.45435
10,111,81,143.53186
10,112,80,143.06682
10,113,79,160.49908
10,114,78,171.26299
10,115,77,155.28156
10,116,76,158.44316
10,117,75,148.40056
10,118,74,150.84413
10,119,73,156.03043
10,120,72,96.329666
10,121,71,147.55162
10,122,70,187.4594
10,123,69,160.37532
10,124,68,148.61397
10,125,67,177.0199
10,126,66,168.95345
10,127,65,122.98564
10,128,64,171.16556
10,129,63,131.43863
10,130,62,127.446915
10,131,61,121.71743
10,132,60,124.234634
10,133,59,131.27148
10,134,58,150.38928
10,135,57,117.25271
10,136,56,146.80734
10,137,55,165.56505
10,138,54,144.71701
10,139,53,124.20151
10,140,52,137.23532
10,141,51,173.85756
10,142,50,135.74635
10,143,49,145.1779
10,144,48,174.13503
10,145,47,149.46559
10,146,46,134.31534
10,147,45,152.52596
10,148,44,139.68639
10,149,43,166.60208
10,150,42,104.039795
10,151,41,166.52927
10,152,40,157.13358
10,153,39,165.91959
10,154,38,140.13983
10,155,37,129.99998
10,156,36,152.5012
10,157,35,132.73787
10,158,34,139.84886
10,159,33,131.90337
10,160,32,130.85268
10,161,31,147.9239
10,162,30,167.5565
10,163,29,153.36967
10,164,28,138.91676
10,165,27,136.1421
10,166,26,134.12407
10,167,25,154.1277
10,168,24,118.61847
10,169,23,137.77629
10,170,22,130.78093
10,171,21,104.99222
10,172,20,155.36632
10,173,19,133.31158
10,174,18,132.15741
10,175,17,122.819725
10,176,16,110.93976
10,177,15,141.16064
10,178,14,195.55649
10,179,13,143.30215
10,180,12,129.47911
10,181,11,153.894
10,182,10,132.81093
10,183,9,109.10863
10,184,8,93.676285
10,185,7,208.79692
10,186,6,136.74362
10,187,5,131.53024
10,188,4,148.84435
10,189,3,96.04779
10,190,2,177.3472
10,191,1,135.3679
10,192,0,132.12665
11,1,82,106.37672
11,2,81,122.46884
11,3,80,126.34144
11,4,79,185.61636
11,5,78,126.843285
11,6,77,120.22863
11,7,76,127.94282
11,8,75,108.83432
11,9,74,122.38545
11,10,73,130.52989
11,11,72,127.70689
11,12,71,107.830505
11,13,70,114.65113
11,14,69,139.59009
11,15,68,131.99823
11,16,67,130.81535
11,17,66,95.15598
11,18,65,122.0335
11,19,64,122.87043
11,20,63,112.80105
11,21,62,147.42223
11,22,61,152.05247
11,23,60,124.27894
11,24,59,121.52639
11,25,58,114.74829
11,26,57,98.248314
11,27,56,105.59768
11,28,55,119.63132
11,29,54,93.64883
11,30,53,128.72151
11,31,52,105.8889
11,32,51,138.1038
11,33,50,166.42899
11,34,49,152.77841
11,35,48,122.76001
11,36,47,124.2509
11,37,46,147.34943
11,38,45,103.742004
11,39,44,106.48797
11,40,43,124.1744
11,41,42,119.83832
11,42,41,129.79855
11,43,40,121.86816
11,44,39,96.97435
11,45,38,149.92674
11,46,37,113.926506
11,47,36,159.65305
11,48,35,121.974945
11,49,34,76.36545
11,50,33,117.237015
11,51,32,105.54652
11,52,31,113.516045
11,53,30,113.3389
11,54,29,118.00856
11,55,28,124.425575
11,56,27,108.591705
11,57,26,111.10856
11,58,25,129.97171
11,59,24,123.544334
11,60,23,104.77986
11,61,22,116.22923
11,62,21,135.34052
11,63,20,107.537
11,64,19,137.32687
11,65,18,182.08182
11,66,17,119.78372
11,67,16,128.63199
11,68,15,113.48715
11,69,14,96.80323
11,70,13,115.54664
11,71,12,142.05565
11,72,11,131.65263
11,73,10,89.23417
11,74,9,83.43615
11,75,8,74.26798
11,76,7,102.54009
11,77,6,87.632286
11,78,5,80.92598
11,79,4,87.209984
11,80,3,82.72731
11,81,2,122.00891
11,82,1,103.84732
11,83,0,56.105183
12,1,216,172.49127
12,2,215,169.96231
12,3,214,183.90225
12,4,213,167.64195
12,5,212,179.81398
12,6,211,193.37697
12,7,210,161.1311
12,8,209,172.4367
12,9,208,176.56448
12,10,207,175.07979
12,11,206,181.73349
12,12,205,175.69553
12,13,204,202.2089
12,14,203,177.22734
12,15,202,164.78133
12,16,201,175.97716
12,17,200,216.81882
12,18,199,182.65012
12,19,198,194.63245
12,20,197,165.56198
12,21,196,175.19006
12,22,195,162.83392
12,23,194,193.4758
12,24,193,201.14679
12,25,192,208.60583
12,26,191,153.31345
12,27,190,153.71786
12,28,189,119.553635
12,29,188,208.88933
12,30,187,199.26985
12,31,186,163.39894
12,32,185,173.02666
12,33,184,180.63187
12,34,183,216.63264
12,35,182,217.28285
12,36,181,180.72675
12,37,180,182.53456
12,38,179,197.74867
12,39,178,175.7345
12,40,177,193.44075
12,41,176,182.48285
12,42,175,142.19272
12,43,174,184.66942
12,44,173,158.5894
12,45,172,192.13235
12,46,171,194.16904
12,47,170,181.70522
12,48,169,140.5991
12,49,168,169.75267
12,50,167,155.47536
12,51,166,144.60735
12,52,165,181.59201
12,53,164,168.07504
12,54,163,171.60912
12,55,162,184.57242
12,56,161,155.74785
12,57,160,154.52432
12,58,159,187.63173
12,59,158,155.23378
12,60,157,157.52676
12,61,156,152.13188
12,62,155,198.42279
12,63,154,168.5822
12,64,153,152.50067
12,65,152,126.55678
12,66,151,171.36996
12,67,150,200.05498
12,68,149,155.42297
12,69,148,154.48468
12,70,147,155.04625
12,71,146,128.36559
12,72,145,173.89615
12,73,144,142.31618
12,74,143,167.47504
12,75,142,155.79091
12,76,141,178.90619
12,77,140,163.23459
12,78,139,148.19629
12,79,138,146.6656
12,80,137,184.35962
12,81,136,170.87473
12,82,135,151.03253
12,83,134,144.1426
12,84,133,134.11107
12,85,132,171.6388
12,86,131,161.06847
12,87,130,207.05426
12,88,129,171.5554
12,89,128,147.58255
12,90,127,177.29315
12,91,126,166.28813
12,92,125,127.51033
12,93,124,190.02393
12,94,123,179.43463
12,95,122,121.78261
12,96,121,160.29326
12,97,120,145.59464
12,98,119,162.25006
